,Location,Fuel_Type,Transmission,Mileage,Engine,Power,Seats,Price,Car_Companies,Car_model
5257,Kolkata,Petrol,Manual,19.1,1197.0,82.0,5.0,3.5,Hyundai,xcent
5259,Mumbai,Petrol,Manual,25.17,799.0,53.3,5.0,3.2,Renault,kwid
5261,Kochi,Petrol,Manual,24.07,998.0,67.1,5.0,3.69,Maruti,alto
5262,Chennai,Petrol,Manual,23.84,1199.0,84.0,5.0,3.98,Tata,tiago
5266,Kochi,Petrol,Manual,17.0,1198.0,73.75,5.0,6.69,Volkswagen,ameo
5268,Mumbai,Petrol,Manual,17.0,1197.0,80.0,5.0,2.65,Hyundai,i20
5270,Bangalore,Petrol,Manual,0.0,1238.1782835467045,84.68131027764248,,1.85,Honda,city
5272,Coimbatore,Petrol,Manual,15.8,1591.0,121.3,5.0,11.78,Hyundai,creta
5274,Mumbai,Petrol,Manual,15.04,1598.0,103.6,5.0,3.35,Volkswagen,vento
5275,Kochi,Petrol,Manual,23.1,998.0,67.04,5.0,4.11,Maruti,celerio
5277,Jaipur,Petrol,Manual,22.74,796.0,47.3,5.0,3.1,Maruti,alto
5279,Kolkata,Petrol,Manual,17.57,1193.0,88.7,5.0,4.8,Tata,zest
5280,Kolkata,Petrol,Manual,16.09,1598.0,103.5,5.0,3.49,Volkswagen,vento
5281,Mumbai,Petrol,Manual,17.5,1373.0,91.1,7.0,5.15,Maruti,ertiga
5283,Mumbai,Petrol,Manual,16.2,1199.0,74.0,5.0,4.75,Volkswagen,polo
5285,Hyderabad,Petrol,Manual,23.1,998.0,67.04,5.0,4.9,Maruti,celerio
5287,Jaipur,Petrol,Manual,16.9,1497.0,100.0,5.0,2.4,Honda,city
5288,Pune,Petrol,Manual,13.17,1999.0,114.0,5.0,3.0,Mitsubishi,cedia
5289,Delhi,Petrol,Manual,18.06,1198.0,74.93,5.0,4.25,Renault,pulse
5291,Kochi,Petrol,Manual,21.1,998.0,100.0,5.0,8.15,Maruti,baleno
5292,Kochi,Petrol,Manual,20.36,1197.0,78.9,5.0,3.22,Hyundai,i10
5293,Kochi,Petrol,Manual,18.6,1197.0,81.83,5.0,7.65,Hyundai,i20
5295,Pune,Petrol,Manual,20.36,1197.0,78.9,5.0,2.3,Hyundai,i10
5297,Pune,Petrol,Manual,19.4,1198.0,86.8,5.0,3.28,Honda,brio
5298,Kochi,Petrol,Manual,20.73,1373.0,91.2,5.0,7.09,Maruti,ciaz
5306,Mumbai,Petrol,Manual,17.3,1061.0,64.0,5.0,1.1,Maruti,wagon
5307,Delhi,Petrol,Manual,21.4,1197.0,83.1,5.0,6.6,Maruti,baleno
5308,Pune,Petrol,Manual,22.0,1197.0,81.8,5.0,4.5,Maruti,dzire
5309,Pune,Petrol,Manual,14.7,1150.0,76.0,5.0,1.0,Chevrolet,aveo
5317,Kochi,Petrol,Manual,21.1,814.0,55.2,5.0,3.45,Hyundai,eon
5320,Mumbai,Petrol,Manual,16.2,1199.0,74.0,5.0,6.15,Volkswagen,polo
5321,Mumbai,Petrol,Manual,15.1,1196.0,73.0,7.0,2.9,Maruti,eeco
5326,Bangalore,Petrol,Manual,18.6,1197.0,81.83,5.0,7.25,Hyundai,i20
5327,Hyderabad,Petrol,Manual,17.5,1298.0,85.8,5.0,3.0,Maruti,swift
5329,Mumbai,Petrol,Manual,17.7,1497.0,78.0,5.0,1.49,Honda,city
5332,Bangalore,Petrol,Manual,23.1,998.0,67.04,5.0,4.3,Maruti,celerio
5335,Mumbai,Petrol,Manual,17.8,1497.0,117.3,5.0,6.9,Honda,city
5336,Bangalore,Petrol,Manual,19.1,1197.0,85.8,5.0,4.69,Maruti,swift
5337,Kochi,Petrol,Manual,18.5,1197.0,85.8,5.0,3.19,Maruti,ritz
5339,Pune,Petrol,Manual,17.19,1197.0,81.86,5.0,8.6,Hyundai,i20
5340,Chennai,Petrol,Manual,17.0,1497.0,118.0,5.0,3.85,Honda,city
5342,Coimbatore,Petrol,Manual,17.8,1198.0,86.7,5.0,9.31,Honda,amaze
5344,Bangalore,Petrol,Manual,18.6,1197.0,81.83,5.0,5.5,Hyundai,i20
5347,Mumbai,Petrol,Manual,24.7,796.0,47.3,5.0,3.35,Maruti,alto
5349,Delhi,Petrol,Manual,20.36,1197.0,78.9,5.0,2.95,Hyundai,i10
5351,Pune,Petrol,Manual,16.47,1198.0,73.9,5.0,2.44,Volkswagen,polo
5352,Mumbai,Petrol,Manual,20.73,1373.0,91.1,5.0,5.85,Maruti,ciaz
5355,Hyderabad,Petrol,Manual,13.5,1799.0,130.0,5.0,3.8,Honda,civic
5356,Kolkata,Petrol,Manual,17.7,1497.0,78.0,5.0,2.7,Honda,city
5358,Hyderabad,Petrol,Manual,17.4,1497.0,117.3,5.0,7.9,Honda,city
5364,Coimbatore,Petrol,Manual,18.06,1198.0,74.96,5.0,4.69,Renault,pulse
5367,Kolkata,Petrol,Manual,17.0,1497.0,118.0,5.0,1.99,Honda,city
5370,Mumbai,Petrol,Manual,16.47,1198.0,74.0,5.0,3.9,Volkswagen,polo
5371,Mumbai,Petrol,Manual,17.19,1197.0,81.86,5.0,5.8,Hyundai,i20
5378,Hyderabad,Petrol,Manual,17.5,1298.0,85.8,5.0,3.8,Maruti,swift
5379,Delhi,Petrol,Manual,18.6,1197.0,81.83,5.0,5.5,Hyundai,i20
5380,Hyderabad,Petrol,Manual,17.0,1197.0,80.0,5.0,3.55,Hyundai,i20
5381,Mumbai,Petrol,Manual,20.73,1373.0,91.1,5.0,6.35,Maruti,ciaz
5384,Mumbai,Petrol,Manual,17.57,1193.0,88.7,5.0,3.7,Tata,zest
5387,Coimbatore,Petrol,Manual,25.4,624.0,37.5,4.0,2.13,Tata,nano
5393,Pune,Petrol,Manual,18.9,1197.0,81.86,5.0,2.25,Hyundai,grand
5394,Delhi,Petrol,Manual,21.4,1197.0,83.1,5.0,6.75,Maruti,baleno
5401,Pune,Petrol,Manual,18.6,1197.0,81.83,5.0,6.5,Hyundai,i20
5402,Chennai,Petrol,Manual,19.4,1198.0,86.8,5.0,4.35,Honda,brio
5408,Jaipur,Petrol,Manual,18.9,1197.0,82.0,5.0,4.45,Hyundai,grand
5409,Pune,Petrol,Manual,21.1,814.0,55.2,5.0,2.6,Hyundai,eon
5413,Coimbatore,Petrol,Manual,20.73,1373.0,91.1,5.0,8.76,Maruti,ciaz
5421,Chennai,Petrol,Manual,18.88,1499.0,110.4,5.0,9.5,Ford,ecosport
5426,Chennai,Petrol,Manual,0.0,1086.0,84.68131027764248,5.0,1.3,Hyundai,santro
5432,Chennai,Petrol,Manual,17.3,993.0,60.0,5.0,0.95,Maruti,zen
5433,Kochi,Petrol,Manual,19.81,1086.0,68.05,5.0,4.01,Hyundai,i10
5434,Kochi,Petrol,Manual,17.5,1199.0,88.7,5.0,8.2,Honda,wr-v
5448,Pune,Petrol,Manual,17.57,1193.0,88.7,5.0,3.9,Tata,zest
5449,Coimbatore,Petrol,Manual,18.5,1197.0,80.0,5.0,5.15,Hyundai,i20
5452,Kolkata,Petrol,Manual,17.0,1497.0,118.0,5.0,2.3,Honda,city
5453,Pune,Petrol,Manual,13.2,1495.0,94.0,5.0,0.75,Hyundai,accent
5454,Kochi,Petrol,Manual,13.9,1599.0,103.2,5.0,1.85,Hyundai,verna
5455,Kolkata,Petrol,Manual,15.6,1196.0,70.0,5.0,1.8,Ford,figo
5457,Chennai,Petrol,Manual,18.9,998.0,67.1,5.0,2.0,Maruti,wagon
5463,Coimbatore,Petrol,Manual,13.4,1794.0,125.0,5.0,2.64,Toyota,corolla
5465,Jaipur,Petrol,Manual,22.5,998.0,67.04,5.0,3.85,Maruti,wagon
5467,Mumbai,Petrol,Manual,18.2,1061.0,64.0,5.0,1.9,Maruti,zen
5468,Kochi,Petrol,Manual,25.4,624.0,37.48,4.0,1.26,Tata,nano
5469,Chennai,Petrol,Manual,18.5,1197.0,80.0,5.0,2.4,Hyundai,i20
5472,Pune,Petrol,Manual,15.8,1598.0,105.0,5.0,2.75,Volkswagen,vento
5473,Delhi,Petrol,Manual,17.5,1198.0,70.0,5.0,1.4,Skoda,fabia
5474,Coimbatore,Petrol,Manual,25.4,624.0,37.5,4.0,2.9,Tata,nano
5480,Mumbai,Petrol,Manual,18.9,1197.0,82.0,5.0,4.25,Hyundai,grand
5485,Mumbai,Petrol,Manual,18.0,1198.0,86.7,5.0,5.65,Honda,amaze
5487,Delhi,Petrol,Manual,23.1,998.0,67.04,5.0,3.25,Maruti,celerio
5491,Delhi,Petrol,Manual,16.2,1199.0,74.0,5.0,5.3,Volkswagen,polo
5493,Kochi,Petrol,Manual,20.36,1197.0,78.9,5.0,3.09,Hyundai,i10
5496,Delhi,Petrol,Manual,18.9,1197.0,82.0,5.0,4.25,Hyundai,grand
5499,Hyderabad,Petrol,Manual,19.81,1086.0,68.05,5.0,3.3,Hyundai,i10
5501,Kolkata,Petrol,Manual,13.5,1799.0,130.0,5.0,2.71,Honda,civic
5502,Hyderabad,Petrol,Manual,18.2,998.0,67.1,5.0,2.7,Maruti,zen
5508,Kolkata,Petrol,Manual,18.9,1197.0,82.0,5.0,3.14,Hyundai,grand
5509,Jaipur,Petrol,Manual,25.17,799.0,53.3,5.0,2.55,Renault,kwid
5510,Jaipur,Petrol,Manual,15.64,1193.0,64.08,5.0,2.3,Tata,indigo
5513,Jaipur,Petrol,Manual,24.07,998.0,67.1,5.0,3.0,Maruti,alto
5517,Chennai,Petrol,Manual,17.0,1497.0,118.0,5.0,3.5,Honda,city
5524,Chennai,Petrol,Manual,11.7,1796.0,178.0,5.0,10.0,Mercedes-Benz,new
5527,Coimbatore,Petrol,Manual,17.71,1197.0,78.9,5.0,4.57,Toyota,etios
5528,Delhi,Petrol,Manual,20.36,1197.0,78.9,5.0,2.5,Hyundai,i10
5529,Chennai,Petrol,Manual,0.0,999.0,84.68131027764248,5.0,1.75,Hyundai,santro
5532,Coimbatore,Petrol,Manual,18.5,1197.0,80.0,5.0,3.61,Hyundai,i20
5533,Pune,Petrol,Manual,17.0,1086.0,84.68131027764248,5.0,1.11,Hyundai,santro
5547,Kochi,Petrol,Manual,15.29,1591.0,121.3,5.0,11.94,Hyundai,creta
5550,Coimbatore,Petrol,Manual,15.29,1591.0,121.3,5.0,12.53,Hyundai,creta
5555,Delhi,Petrol,Manual,21.1,1197.0,85.8,5.0,2.0,Maruti,ritz
5556,Kolkata,Petrol,Manual,18.9,1197.0,82.0,5.0,3.25,Hyundai,grand
5560,Kochi,Petrol,Manual,25.17,799.0,53.3,5.0,5.09,Renault,kwid
5563,Delhi,Petrol,Manual,16.0,1198.0,90.0,5.0,2.9,Honda,jazz
5567,Kolkata,Petrol,Manual,15.04,1598.0,103.2,5.0,4.25,Volkswagen,vento
5571,Bangalore,Petrol,Manual,18.6,1197.0,81.83,5.0,5.65,Hyundai,i20
5576,Mumbai,Petrol,Manual,17.01,1591.0,121.3,5.0,5.75,Hyundai,verna
5579,Pune,Petrol,Manual,15.0,1586.0,104.68,5.0,1.5,Maruti,sx4
5588,Bangalore,Petrol,Manual,15.6,1196.0,70.0,5.0,3.55,Ford,figo
5590,Pune,Petrol,Manual,13.9,1599.0,103.2,5.0,1.95,Hyundai,verna
5591,Pune,Petrol,Manual,13.5,1799.0,130.0,5.0,2.3,Honda,civic
5593,Chennai,Petrol,Manual,20.36,1197.0,78.9,5.0,3.15,Hyundai,i10
5597,Ahmedabad,Petrol,Manual,20.36,1197.0,78.9,5.0,3.75,Hyundai,i10
5608,Pune,Petrol,Manual,9.8,2354.0,180.0,5.0,3.1,Honda,accord
5609,Mumbai,Petrol,Manual,17.8,1497.0,117.3,5.0,10.11,Honda,city
5610,Coimbatore,Petrol,Manual,17.01,1591.0,121.3,5.0,11.54,Hyundai,verna
5611,Delhi,Petrol,Manual,18.9,998.0,67.1,5.0,1.0,Maruti,wagon
5615,Kochi,Petrol,Manual,19.81,1086.0,68.05,5.0,2.97,Hyundai,i10
5616,Pune,Petrol,Manual,17.01,1591.0,121.3,5.0,4.75,Hyundai,verna
5624,Pune,Petrol,Manual,20.36,1197.0,78.9,5.0,2.95,Hyundai,i10
5630,Kolkata,Petrol,Manual,17.0,1497.0,118.0,5.0,2.7,Honda,city
5635,Delhi,Petrol,Manual,17.0,1497.0,118.0,5.0,4.75,Honda,city
5637,Kochi,Petrol,Manual,17.4,1599.0,104.0,5.0,3.47,Chevrolet,optra
5638,Kochi,Petrol,Manual,18.0,1198.0,86.7,5.0,5.64,Honda,amaze
5639,Kolkata,Petrol,Manual,16.47,1198.0,73.9,5.0,2.95,Volkswagen,polo
5642,Pune,Petrol,Manual,15.4,1590.0,94.0,5.0,0.85,Maruti,baleno
5643,Pune,Petrol,Manual,18.9,998.0,67.1,5.0,0.8,Maruti,wagon
5645,Kolkata,Petrol,Manual,17.1,1591.0,121.3,5.0,4.5,Hyundai,verna
5649,Mumbai,Petrol,Manual,15.0,1598.0,103.52,5.0,5.6,Skoda,rapid
5650,Delhi,Petrol,Manual,15.1,1196.0,73.0,7.0,2.2,Maruti,eeco
5651,Bangalore,Petrol,Manual,15.0,1598.0,103.5,5.0,4.0,Skoda,rapid
5654,Kochi,Petrol,Manual,18.5,1197.0,82.9,5.0,4.79,Hyundai,i20
5657,Jaipur,Petrol,Manual,16.1,796.0,37.0,4.0,0.51,Maruti,800
5658,Pune,Petrol,Manual,13.8,1299.0,70.0,5.0,0.69,Ford,ikon
5659,Delhi,Petrol,Manual,20.85,1197.0,83.14,5.0,4.65,Maruti,swift
5660,Kolkata,Petrol,Manual,16.8,1497.0,116.3,5.0,6.49,Honda,city
5662,Delhi,Petrol,Manual,17.01,1591.0,121.3,5.0,7.4,Hyundai,verna
5663,Bangalore,Petrol,Manual,25.17,799.0,53.3,5.0,3.25,Renault,kwid
5664,Ahmedabad,Petrol,Manual,18.9,998.0,67.1,5.0,1.95,Maruti,wagon
5665,Jaipur,Petrol,Manual,18.9,1197.0,82.0,5.0,4.0,Hyundai,grand
5666,Delhi,Petrol,Manual,18.6,1197.0,81.83,5.0,6.85,Hyundai,i20
5667,Coimbatore,Petrol,Manual,18.0,1198.0,86.7,5.0,5.45,Honda,amaze
5678,Ahmedabad,Petrol,Manual,16.8,1497.0,116.3,5.0,4.15,Honda,city
5680,Delhi,Petrol,Manual,18.9,1197.0,81.86,5.0,4.75,Hyundai,grand
5682,Kochi,Petrol,Manual,22.74,796.0,47.3,5.0,3.28,Maruti,alto
5683,Bangalore,Petrol,Manual,15.8,1499.0,110.0,5.0,7.5,Ford,ecosport
5684,Coimbatore,Petrol,Manual,21.4,1197.0,83.1,5.0,7.39,Maruti,baleno
5689,Kochi,Petrol,Manual,15.5,1586.0,103.3,5.0,2.83,Maruti,sx4
5690,Coimbatore,Petrol,Manual,14.0,796.0,35.0,5.0,4.11,Maruti,omni
5695,Ahmedabad,Petrol,Manual,17.4,1497.0,117.3,5.0,5.75,Honda,city
5700,Kochi,Petrol,Manual,19.81,1086.0,68.05,5.0,3.55,Hyundai,i10
5703,Kochi,Petrol,Manual,17.01,1591.0,121.3,5.0,7.99,Hyundai,verna
5705,Kolkata,Petrol,Manual,14.49,1399.0,92.7,5.0,0.75,Chevrolet,aveo
5709,Kochi,Petrol,Manual,19.1,1197.0,82.0,5.0,6.05,Hyundai,xcent
5712,Kolkata,Petrol,Manual,19.7,796.0,46.3,5.0,1.25,Maruti,alto
5716,Jaipur,Petrol,Manual,17.3,993.0,60.0,5.0,0.53,Maruti,zen
5717,Kolkata,Petrol,Manual,20.51,998.0,67.04,5.0,3.1,Maruti,wagon
5719,Kochi,Petrol,Manual,18.0,1198.0,86.7,5.0,5.09,Honda,amaze
5720,Hyderabad,Petrol,Manual,13.2,1495.0,94.0,5.0,2.3,Hyundai,accent
5731,Hyderabad,Petrol,Manual,20.36,1197.0,78.9,5.0,2.85,Hyundai,i10
5732,Mumbai,Petrol,Manual,17.4,1497.0,117.3,5.0,5.35,Honda,city
5733,Coimbatore,Petrol,Manual,15.6,1196.0,70.0,5.0,3.62,Ford,figo
5736,Delhi,Petrol,Manual,18.15,1198.0,82.0,6.0,5.5,Mahindra,kuv
5737,Kochi,Petrol,Manual,18.6,1197.0,81.83,5.0,7.67,Hyundai,i20
5738,Jaipur,Petrol,Manual,12.0,2092.0,127.0,7.0,5.5,Tata,new
5742,Jaipur,Petrol,Manual,21.4,1197.0,83.1,5.0,4.5,Maruti,baleno
5746,Mumbai,Petrol,Manual,17.92,1086.0,62.1,5.0,1.45,Hyundai,santro
5749,Kochi,Petrol,Manual,17.4,1497.0,117.3,5.0,10.07,Honda,city
5755,Ahmedabad,Petrol,Manual,17.0,1086.0,84.68131027764248,5.0,1.75,Hyundai,santro
5758,Chennai,Petrol,Manual,21.4,1197.0,83.1,5.0,6.8,Maruti,baleno
5759,Kolkata,Petrol,Manual,17.0,1086.0,84.68131027764248,5.0,0.99,Hyundai,santro
5760,Pune,Petrol,Manual,19.81,1086.0,68.05,5.0,2.95,Hyundai,i10
5763,Jaipur,Petrol,Manual,17.8,1497.0,117.3,5.0,7.9,Honda,city
5764,Hyderabad,Petrol,Manual,20.92,998.0,67.1,5.0,2.3,Maruti,alto
5765,Delhi,Petrol,Manual,18.5,1198.0,86.8,5.0,2.75,Honda,brio
5769,Coimbatore,Petrol,Manual,23.84,1199.0,84.0,5.0,6.94,Tata,tiago
5773,Delhi,Petrol,Manual,15.5,1586.0,103.3,5.0,2.6,Maruti,sx4
5774,Hyderabad,Petrol,Manual,15.3,1341.0,83.0,5.0,1.95,Hyundai,getz
5777,Kolkata,Petrol,Manual,18.6,1197.0,81.83,5.0,4.9,Hyundai,i20
5780,Mumbai,Petrol,Manual,20.36,1197.0,78.9,5.0,2.6,Hyundai,i10
5783,Pune,Petrol,Manual,17.5,1298.0,85.8,5.0,3.3,Maruti,swift
5786,Delhi,Petrol,Manual,19.1,1197.0,81.86,5.0,3.75,Hyundai,xcent
5788,Hyderabad,Petrol,Manual,23.84,1199.0,84.0,5.0,4.8,Tata,tiago
5789,Kochi,Petrol,Manual,25.17,799.0,53.3,5.0,3.8,Renault,kwid
5793,Hyderabad,Petrol,Manual,20.36,1197.0,78.9,5.0,3.5,Hyundai,i10
5795,Mumbai,Petrol,Manual,19.5,1199.0,86.76,5.0,4.75,Honda,amaze
5796,Delhi,Petrol,Manual,18.78,999.0,74.0,5.0,4.5,Volkswagen,polo
5797,Kolkata,Petrol,Manual,20.36,1197.0,78.9,5.0,2.35,Hyundai,i10
5801,Delhi,Petrol,Manual,14.53,1798.0,138.1,5.0,5.2,Toyota,corolla
5805,Coimbatore,Petrol,Manual,15.41,1598.0,103.52,5.0,9.66,Skoda,rapid
5806,Kolkata,Petrol,Manual,20.36,1197.0,78.9,5.0,3.4,Hyundai,i10
5807,Kochi,Petrol,Manual,18.15,1198.0,82.0,6.0,5.84,Mahindra,kuv
5812,Coimbatore,Petrol,Manual,18.9,1197.0,82.0,5.0,6.19,Hyundai,grand
5814,Pune,Petrol,Manual,18.9,1197.0,82.0,5.0,3.75,Hyundai,grand
5816,Jaipur,Petrol,Manual,16.95,1498.0,97.7,5.0,3.0,Nissan,sunny
5818,Coimbatore,Petrol,Manual,13.5,1799.0,130.0,5.0,4.41,Honda,civic
5819,Kochi,Petrol,Manual,25.17,799.0,53.3,5.0,3.7,Renault,kwid
5820,Kolkata,Petrol,Manual,19.4,1198.0,86.8,5.0,2.5,Honda,brio
5821,Coimbatore,Petrol,Manual,16.1,1298.0,88.2,5.0,5.35,Maruti,swift
5824,Delhi,Petrol,Manual,18.9,998.0,67.1,5.0,2.45,Maruti,wagon
5829,Mumbai,Petrol,Manual,25.17,799.0,53.3,5.0,4.29,Renault,kwid
5839,Chennai,Petrol,Manual,13.8,1299.0,70.0,5.0,1.4,Ford,ikon
5843,Ahmedabad,Petrol,Manual,15.9,1298.0,85.0,5.0,0.75,Maruti,esteem
5844,Pune,Petrol,Manual,12.85,1396.0,99.6,5.0,1.3,Tata,indigo
5846,Delhi,Petrol,Manual,17.92,1086.0,62.1,5.0,2.3,Hyundai,santro
5854,Kochi,Petrol,Manual,18.9,1197.0,81.86,5.0,5.07,Hyundai,grand
5855,Mumbai,Petrol,Manual,18.9,1197.0,82.0,5.0,3.85,Hyundai,grand
5856,Chennai,Petrol,Manual,18.6,1197.0,81.86,5.0,7.95,Hyundai,elite
5857,Jaipur,Petrol,Manual,18.2,998.0,67.1,5.0,1.25,Maruti,zen
5858,Kochi,Petrol,Manual,20.92,998.0,67.1,5.0,3.64,Maruti,alto
5861,Chennai,Petrol,Manual,17.0,1086.0,84.68131027764248,5.0,1.85,Hyundai,santro
5862,Jaipur,Petrol,Manual,16.78,1496.0,88.73,5.0,4.05,Toyota,etios
5866,Mumbai,Petrol,Manual,15.04,1598.0,103.2,5.0,4.4,Volkswagen,vento
5869,Kolkata,Petrol,Manual,18.9,998.0,67.1,5.0,2.1,Maruti,wagon
5870,Kochi,Petrol,Manual,25.17,799.0,53.3,5.0,3.71,Renault,kwid
5873,Pune,Petrol,Manual,17.0,1086.0,84.68131027764248,5.0,1.2,Hyundai,santro
5878,Kolkata,Petrol,Manual,18.9,1197.0,82.0,5.0,3.45,Hyundai,grand
5883,Delhi,Petrol,Manual,18.6,1197.0,81.83,5.0,5.8,Hyundai,i20
5888,Chennai,Petrol,Manual,20.92,998.0,67.1,5.0,2.7,Maruti,alto
5891,Pune,Petrol,Manual,15.64,1193.0,64.08,5.0,2.7,Tata,indigo
5892,Hyderabad,Petrol,Manual,19.7,796.0,46.3,5.0,1.3,Maruti,alto
5893,Chennai,Petrol,Manual,19.5,1061.0,84.68131027764248,,1.75,Maruti,estilo
5894,Hyderabad,Petrol,Manual,15.8,1591.0,121.3,5.0,13.2,Hyundai,creta
5895,Pune,Petrol,Manual,18.9,998.0,67.1,5.0,1.0,Maruti,wagon
5896,Kochi,Petrol,Manual,16.78,1496.0,88.73,5.0,6.37,Toyota,etios
5897,Kolkata,Petrol,Manual,16.78,1496.0,88.73,5.0,4.5,Toyota,etios
5910,Pune,Petrol,Manual,15.26,1150.0,74.9,5.0,1.3,Chevrolet,aveo
5915,Mumbai,Petrol,Manual,13.7,1399.0,98.82,7.0,3.35,Chevrolet,enjoy
5916,Kolkata,Petrol,Manual,13.2,1495.0,94.0,5.0,0.7,Hyundai,accent
5922,Kochi,Petrol,Manual,15.04,1598.0,103.6,5.0,5.54,Volkswagen,vento
5925,Pune,Petrol,Manual,17.5,1798.0,84.68131027764248,5.0,2.85,Skoda,laura
5926,Pune,Petrol,Manual,16.1,796.0,37.0,4.0,0.55,Maruti,800
5930,Chennai,Petrol,Manual,20.85,1197.0,83.14,5.0,4.8,Maruti,swift
5931,Mumbai,Petrol,Manual,16.02,1373.0,93.7,7.0,5.25,Maruti,ertiga
5932,Chennai,Petrol,Manual,24.7,796.0,47.3,5.0,2.8,Maruti,alto
5941,Pune,Petrol,Manual,25.17,799.0,53.3,5.0,3.4,Renault,kwid
5944,Delhi,Petrol,Manual,18.88,999.0,123.24,5.0,6.0,Ford,ecosport
5949,Kolkata,Petrol,Manual,18.6,1199.0,79.4,5.0,1.75,Chevrolet,beat
5951,Pune,Petrol,Manual,17.0,1497.0,118.0,5.0,7.25,Honda,city
5952,Pune,Petrol,Manual,16.1,1298.0,88.2,5.0,3.0,Maruti,swift
5957,Coimbatore,Petrol,Manual,13.0,1493.0,100.0,5.0,1.76,Honda,city
5966,Hyderabad,Petrol,Manual,18.9,998.0,67.1,5.0,4.7,Maruti,wagon
5967,Bangalore,Petrol,Manual,16.02,1373.0,93.7,7.0,5.94,Maruti,ertiga
5972,Mumbai,Petrol,Manual,0.0,1086.0,62.0,5.0,1.39,Hyundai,santro
5974,Ahmedabad,Petrol,Manual,17.0,1198.0,73.75,5.0,5.75,Volkswagen,ameo
5975,Coimbatore,Petrol,Manual,18.6,1197.0,81.83,5.0,8.11,Hyundai,i20
5976,Delhi,Petrol,Manual,17.3,1061.0,64.0,5.0,0.75,Maruti,wagon
5977,Pune,Petrol,Manual,13.5,1405.0,60.0,5.0,1.0,Tata,indica
5980,Pune,Petrol,Manual,18.5,1197.0,80.0,5.0,2.74,Hyundai,i20
5981,Mumbai,Petrol,Manual,21.4,1197.0,83.1,5.0,7.5,Maruti,baleno
5983,Kolkata,Petrol,Manual,16.47,1198.0,73.9,5.0,2.2,Volkswagen,polo
5986,Jaipur,Petrol,Manual,15.3,1341.0,83.0,5.0,0.85,Hyundai,getz
5987,Kochi,Petrol,Manual,23.84,1199.0,84.0,5.0,5.11,Tata,tiago
5993,Mumbai,Petrol,Manual,16.3,1797.0,147.5,5.0,8.3,Hyundai,elantra
5994,Pune,Petrol,Manual,17.0,1497.0,118.0,5.0,3.25,Honda,city
5998,Pune,Petrol,Manual,17.24,1198.0,73.9,5.0,2.96,Volkswagen,polo
5999,Chennai,Petrol,Manual,17.57,1193.0,88.7,5.0,4.0,Tata,bolt
6000,Bangalore,Petrol,Manual,18.5,1197.0,82.85,5.0,5.25,Hyundai,i20
6002,Mumbai,Petrol,Manual,16.09,1598.0,103.5,5.0,3.25,Volkswagen,vento
6003,Bangalore,Petrol,Manual,23.1,998.0,67.04,5.0,4.0,Maruti,celerio
6004,Coimbatore,Petrol,Manual,15.3,1341.0,83.0,5.0,2.2,Hyundai,getz
6010,Delhi,Petrol,Manual,18.5,1198.0,86.8,5.0,3.2,Honda,brio
6017,Kolkata,Petrol,Manual,18.9,998.0,67.1,5.0,2.65,Maruti,wagon
11,Kolkata,Petrol,Automatic,16.8,1497.0,116.3,5.0,4.49,Honda,city
22,Mumbai,Petrol,Automatic,13.53,1984.0,177.01,5.0,23.5,Audi,a6
24,Kolkata,Petrol,Automatic,14.4,1598.0,103.6,5.0,2.85,Volkswagen,vento
44,Bangalore,Petrol,Automatic,14.62,1999.0,149.92,5.0,8.85,Hyundai,elantra
45,Mumbai,Petrol,Automatic,14.28,1798.0,138.03,5.0,10.11,Toyota,corolla
62,Delhi,Petrol,Automatic,11.74,1796.0,186.0,5.0,26.7,Mercedes-Benz,new
66,Mumbai,Petrol,Automatic,16.4,1497.0,78.0,5.0,1.85,Honda,city
70,Mumbai,Petrol,Automatic,8.5,4806.0,500.0,5.0,14.5,Porsche,cayenne
72,Kochi,Petrol,Automatic,16.95,1197.0,78.9,5.0,3.48,Hyundai,i10
74,Coimbatore,Petrol,Automatic,16.5,1198.0,86.8,5.0,6.46,Honda,brio
117,Coimbatore,Petrol,Automatic,19.15,1198.0,75.94,5.0,6.55,Nissan,micra
118,Mumbai,Petrol,Automatic,10.8,2497.0,215.0,5.0,7.0,BMW,5
124,Coimbatore,Petrol,Automatic,21.9,624.0,37.48,4.0,3.23,Tata,nano
126,Kolkata,Petrol,Automatic,11.7,1796.0,178.0,5.0,9.35,Mercedes-Benz,new
134,Kolkata,Petrol,Automatic,19.0,2996.0,362.07,2.0,54.0,Mercedes-Benz,slc
135,Kochi,Petrol,Automatic,17.0,1591.0,121.3,5.0,11.5,Hyundai,verna
138,Mumbai,Petrol,Automatic,19.0,1199.0,88.7,5.0,6.0,Honda,jazz
148,Mumbai,Petrol,Automatic,11.05,2894.0,444.0,4.0,37.0,Audi,rs5
152,Kolkata,Petrol,Automatic,7.81,5461.0,362.9,5.0,30.0,Mercedes-Benz,s
159,Delhi,Petrol,Automatic,14.8,1595.0,120.7,5.0,11.25,Mercedes-Benz,b
175,Mumbai,Petrol,Automatic,14.4,1598.0,103.6,5.0,4.45,Volkswagen,vento
180,Kochi,Petrol,Automatic,13.7,1798.0,157.75,5.0,6.89,Skoda,superb
206,Mumbai,Petrol,Automatic,14.7,1798.0,177.5,5.0,10.0,Skoda,octavia
